# Field minima and maxima
# Time            	field             	min               	location(min)     	max               	location(max)     
1.79              	omega             	4.8144393191e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.8               	nut               	6.0589602747e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.8               	U                 	(1.0000000000e+00 -1.3727301567e-15 -1.0553360460e-15)	(8.9200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.5997046807e-16 5.5378017931e-16)	(6.4200000000e-01 8.5000000000e-01 1.0000000000e-01)
1.8               	k                 	2.9129952931e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.8               	p                 	-1.3527398862e-14	(-5.5800000000e-01 -8.5000000000e-01 7.0000000000e-01)	4.9347693530e-16	(1.0920000000e+00 8.5000000000e-01 -3.0000000000e-01)
1.8               	omega             	4.8074366887e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.81              	nut               	6.0571997340e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.81              	U                 	(1.0000000000e+00 -1.1342203596e-15 -1.8165661708e-15)	(8.9200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 3.2040406475e-16 6.5553463728e-16)	(-8.0000000000e-03 8.5000000000e-01 4.5000000000e-01)
1.81              	k                 	2.9080055657e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.81              	p                 	-7.2815536688e-15	(-5.5800000000e-01 -1.5000000000e-01 8.5000000000e-01)	2.1973686775e-15	(6.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.81              	omega             	4.8009075040e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.82              	nut               	6.0551202175e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.82              	U                 	(1.0000000000e+00 -1.2572579774e-15 -1.0602868680e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.8528792952e-16 6.8299518056e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.82              	k                 	2.9033309498e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.82              	p                 	-5.5036073845e-16	(1.0920000000e+00 -5.0000000000e-01 -6.0000000000e-01)	8.5962714724e-15	(-4.0800000000e-01 -1.5000000000e-01 3.5000000000e-01)
1.82              	omega             	4.7948361808e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.83              	nut               	6.0531166352e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.83              	U                 	(1.0000000000e+00 -9.1967759310e-16 -5.9399217635e-16)	(1.9200000000e-01 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 2.3702061202e-16 6.8413215131e-16)	(-3.5800000000e-01 -2.5000000000e-01 8.5000000000e-01)
1.83              	k                 	2.8989623871e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.83              	p                 	-8.1272898265e-15	(-5.5800000000e-01 -7.0000000000e-01 -6.5000000000e-01)	7.7054043946e-16	(8.9200000000e-01 8.5000000000e-01 8.5000000000e-01)
1.83              	omega             	4.7892062251e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.84              	nut               	6.0511913877e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.84              	U                 	(1.0000000000e+00 -8.7180501062e-16 -4.2840499459e-16)	(1.4200000000e-01 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.3964414200e-16 5.9872136999e-16)	(-8.0000000000e-03 8.5000000000e-01 4.5000000000e-01)
1.84              	k                 	2.8948901776e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.84              	p                 	-1.2341963349e-14	(-5.5800000000e-01 -5.0000000000e-02 8.5000000000e-01)	3.0011294512e-16	(1.1420000000e+00 -2.0000000000e-01 -7.5000000000e-01)
1.84              	omega             	4.7840003597e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.85              	nut               	6.0493464537e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.85              	U                 	(1.0000000000e+00 -1.1549232868e-15 -1.9124901686e-15)	(9.4200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 4.6773889179e-16 5.5312500137e-16)	(-8.0000000000e-03 8.5000000000e-01 4.5000000000e-01)
1.85              	k                 	2.8911040521e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.85              	p                 	-4.1623906775e-16	(1.0920000000e+00 -3.5000000000e-01 -8.5000000000e-01)	9.0106054924e-15	(-4.0800000000e-01 3.5000000000e-01 -3.5000000000e-01)
1.85              	omega             	4.7792006530e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.86              	nut               	6.0475833806e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.86              	U                 	(1.0000000000e+00 -1.1284826174e-15 -1.9041276673e-15)	(9.4200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 4.6602927309e-16 6.4484628122e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.86              	k                 	2.8875932481e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.86              	p                 	-7.3234001749e-15	(-5.5800000000e-01 -8.0000000000e-01 -7.0000000000e-01)	6.2810238132e-16	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)
1.86              	omega             	4.7747886493e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.87              	nut               	6.0459032802e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.87              	U                 	(1.0000000000e+00 -1.0790505053e-15 -1.4677171250e-15)	(1.0420000000e+00 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.4488553301e-16 4.7402167099e-16)	(-8.0000000000e-03 8.5000000000e-01 4.5000000000e-01)
1.87              	k                 	2.8843465870e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.87              	p                 	-1.6207509238e-14	(-5.5800000000e-01 7.0000000000e-01 7.0000000000e-01)	3.0181827932e-16	(1.1420000000e+00 -6.5000000000e-01 5.0000000000e-02)
1.87              	omega             	4.7707455004e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.88              	nut               	6.0443068300e-04	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.88              	U                 	(1.0000000000e+00 -1.1246472290e-15 -1.7917286465e-15)	(9.9200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 5.9013992846e-16 4.5886085260e-16)	(6.4200000000e-01 8.5000000000e-01 -7.5000000000e-01)
1.88              	k                 	2.8813525533e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.88              	p                 	-3.4393713085e-16	(1.1420000000e+00 8.5000000000e-01 -5.5000000000e-01)	1.2774296627e-14	(-5.5800000000e-01 8.5000000000e-01 8.5000000000e-01)
1.88              	omega             	4.7670520943e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.89              	nut               	6.0427942785e-04	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.89              	U                 	(1.0000000000e+00 -1.1214957554e-15 -1.7966066442e-15)	(9.9200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 6.1770013137e-16 5.9319345321e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.89              	k                 	2.8785993731e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.89              	p                 	-1.4092848358e-14	(-5.5800000000e-01 -8.5000000000e-01 -8.0000000000e-01)	4.2012357270e-16	(1.1420000000e+00 5.0000000000e-02 8.5000000000e-01)
1.89              	omega             	4.7636891815e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.9               	nut               	6.0413654563e-04	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.9               	U                 	(1.0000000000e+00 -1.3741087821e-15 -1.0950101060e-15)	(9.9200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.2858815665e-16 5.4533162857e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.9               	k                 	2.8760750923e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.9               	p                 	-6.9224714101e-15	(-5.5800000000e-01 3.5000000000e-01 -4.0000000000e-01)	9.1048300597e-16	(1.0420000000e+00 1.0000000000e-01 -4.5000000000e-01)
1.9               	omega             	4.7606374968e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.91              	nut               	6.0400197912e-04	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.91              	U                 	(1.0000000000e+00 -9.3138546997e-16 -5.0219756051e-16)	(1.1420000000e+00 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 2.2041688011e-16 7.4634128407e-16)	(2.4200000000e-01 8.5000000000e-01 4.5000000000e-01)
1.91              	k                 	2.8737676532e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.91              	p                 	-6.2250597064e-15	(-5.5800000000e-01 4.0000000000e-01 8.0000000000e-01)	1.7713037623e-15	(8.9200000000e-01 -8.5000000000e-01 -7.5000000000e-01)
1.91              	omega             	4.7578778754e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.92              	nut               	6.0387563266e-04	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.92              	U                 	(1.0000000000e+00 -9.4472605410e-16 -5.0790114246e-16)	(1.1420000000e+00 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.6189120528e-16 5.1302253120e-16)	(1.4200000000e-01 7.5000000000e-01 4.5000000000e-01)
1.92              	k                 	2.8716649677e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.92              	p                 	-6.8505676907e-16	(1.0920000000e+00 -2.0000000000e-01 3.0000000000e-01)	4.5849493771e-15	(-2.5800000000e-01 1.5000000000e-01 2.5000000000e-01)
1.92              	omega             	4.7553913626e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.93              	nut               	6.0375737446e-04	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.93              	U                 	(1.0000000000e+00 -7.7177566684e-16 -8.6034682405e-16)	(4.9200000000e-01 -8.0000000000e-01 -7.5000000000e-01)	(1.0000000000e+00 6.2777734162e-16 4.5454704213e-16)	(-8.0000000000e-03 8.5000000000e-01 4.5000000000e-01)
1.93              	k                 	2.8697549885e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.93              	p                 	-7.6623185686e-15	(-5.5800000000e-01 8.0000000000e-01 -2.5000000000e-01)	8.0555216475e-16	(9.9200000000e-01 -8.5000000000e-01 -5.0000000000e-01)
1.93              	omega             	4.7531593152e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.94              	nut               	6.0364703908e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.94              	U                 	(1.0000000000e+00 -9.9640673931e-16 -1.5532520262e-15)	(1.0920000000e+00 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.7937266436e-16 6.1217078972e-16)	(-2.5800000000e-01 -2.5000000000e-01 8.5000000000e-01)
1.94              	k                 	2.8680257760e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.94              	p                 	-5.1835347944e-15	(-5.0800000000e-01 8.5000000000e-01 8.5000000000e-01)	2.7557843269e-15	(-3.5800000000e-01 0.0000000000e+00 -5.5000000000e-01)
1.94              	omega             	4.7511634950e+00	(1.1420000000e+00 8.0000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.95              	nut               	6.0354443027e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.95              	U                 	(1.0000000000e+00 -7.9297856167e-16 -1.1523242915e-15)	(5.4200000000e-01 -8.5000000000e-01 -7.5000000000e-01)	(1.0000000000e+00 6.6615591902e-16 4.4256765336e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.95              	k                 	2.8664655600e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.95              	p                 	-1.2964241830e-15	(4.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)	7.5526517661e-15	(-5.5800000000e-01 8.5000000000e-01 8.5000000000e-01)
1.95              	omega             	4.7493861533e+00	(1.1420000000e+00 8.0000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.96              	nut               	6.0344932391e-04	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.96              	U                 	(1.0000000000e+00 -1.2879678285e-15 -6.3138681881e-16)	(2.9200000000e-01 -6.5000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.4354816699e-16 7.5757639513e-16)	(1.1420000000e+00 6.5000000000e-01 8.5000000000e-01)
1.96              	k                 	2.8650627982e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.96              	p                 	-1.4791036947e-14	(-5.5800000000e-01 7.0000000000e-01 7.5000000000e-01)	2.8680504568e-16	(1.1420000000e+00 5.5000000000e-01 8.0000000000e-01)
1.96              	omega             	4.7478101055e+00	(1.1420000000e+00 8.0000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.97              	nut               	6.0336147116e-04	(1.1420000000e+00 4.5000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.97              	U                 	(1.0000000000e+00 -1.1733128620e-15 -1.2642084950e-15)	(4.9200000000e-01 -8.5000000000e-01 -7.5000000000e-01)	(1.0000000000e+00 6.9284900936e-16 5.0385620894e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.97              	k                 	2.8638062278e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.97              	p                 	-6.7379437806e-16	(1.0920000000e+00 -2.5000000000e-01 -8.5000000000e-01)	6.4674789412e-15	(-3.5800000000e-01 2.5000000000e-01 -1.0000000000e-01)
1.97              	omega             	4.7464187964e+00	(1.1420000000e+00 8.0000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.98              	nut               	6.0328060168e-04	(1.1420000000e+00 -5.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.98              	U                 	(1.0000000000e+00 -1.2038846817e-15 -1.8287599996e-15)	(1.0920000000e+00 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.1597314719e-16 6.7769820958e-16)	(2.4200000000e-01 6.5000000000e-01 4.0000000000e-01)
1.98              	k                 	2.8626849126e-03	(1.1420000000e+00 8.0000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.98              	p                 	-7.7824532963e-15	(-5.5800000000e-01 -3.0000000000e-01 5.0000000000e-02)	1.0755317895e-15	(1.0920000000e+00 1.5000000000e-01 -4.0000000000e-01)
1.98              	omega             	4.7451963558e+00	(1.1420000000e+00 8.0000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.99              	nut               	6.0320642689e-04	(1.1420000000e+00 -5.0000000000e-01 8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.99              	U                 	(1.0000000000e+00 -1.2499534554e-15 -1.3755586615e-15)	(4.9200000000e-01 -8.5000000000e-01 -7.5000000000e-01)	(1.0000000000e+00 6.3009008752e-16 7.0358282635e-16)	(2.4200000000e-01 6.5000000000e-01 4.0000000000e-01)
